sid,id,target,category,polarity,from,to
11793:7,11793:7:0,зале для некурящих,AMBIENCE#GENERAL,negative,54,72
11793:8,11793:8:0,мороженое в кляре,FOOD#QUALITY,positive,57,74
11793:9,11793:9:0,горячее,FOOD#QUALITY,neutral,6,13
11793:10,11793:10:0,NULL,FOOD#QUALITY,negative,0,0
11793:11,11793:11:0,Обслуживание,SERVICE#GENERAL,neutral,0,12
11793:12,11793:12:0,обслуживания,SERVICE#GENERAL,positive,18,30
11793:12,11793:12:1,кухни,FOOD#QUALITY,positive,33,38
11793:12,11793:12:2,ресторан,RESTAURANT#GENERAL,positive,80,88
11825:0,11825:0:0,пиццу,FOOD#QUALITY,positive,132,137
11825:1,11825:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
11825:2,11825:2:0,официант,SERVICE#GENERAL,positive,32,40
11825:2,11825:2:1,гардеробщик,SERVICE#GENERAL,positive,43,54
11825:6,11825:6:0,Карбонара,FOOD#QUALITY,positive,0,9
11825:7,11825:7:0,паста,FOOD#QUALITY,positive,39,44
11825:8,11825:8:0,Филадельфию,FOOD#QUALITY,positive,0,11
11825:8,11825:8:1,лосося-филадельфии-чуток риса,FOOD#QUALITY,positive,78,107
11825:8,11825:8:2,Десерт Тирамису,FOOD#QUALITY,positive,138,153
11825:9,11825:9:0,NULL,FOOD#QUALITY,positive,0,0
11825:10,11825:10:0,Атмосфера,AMBIENCE#GENERAL,positive,0,9
11825:10,11825:10:1,место,AMBIENCE#GENERAL,positive,50,55
11825:11,11825:11:0,музыка,AMBIENCE#GENERAL,neutral,8,14
11825:12,11825:12:0,дамской комнате,RESTAURANT#MISCELLANEOUS,negative,21,36
11825:13,11825:13:0,Урна,RESTAURANT#MISCELLANEOUS,negative,0,4
12118:3,12118:3:0,стол,FOOD#STYLE_OPTIONS,positive,20,24
12118:4,12118:4:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
12118:5,12118:5:0,кухни,FOOD#QUALITY,neutral,13,18
12118:6,12118:6:0,шашлык из свинины,FOOD#QUALITY,negative,27,44
12118:6,12118:6:1,телятину с шалфеем,FOOD#QUALITY,negative,47,65
12118:7,12118:7:0,рыба в беконе,FOOD#QUALITY,positive,6,19
12118:8,12118:8:0,салаты,FOOD#QUALITY,negative,4,10
12118:9,12118:9:0,Холодные закуски,FOOD#QUALITY,neutral,0,16
12118:10,12118:10:0,торт,FOOD#QUALITY,negative,6,10
12118:11,12118:11:0,NULL,FOOD#QUALITY,negative,0,0
12118:11,12118:11:1,NULL,RESTAURANT#PRICES,negative,0,0
12118:13,12118:13:0,музыкальное сопровождение,AMBIENCE#GENERAL,negative,2,27
12118:14,12118:14:0,аппаратура,AMBIENCE#GENERAL,negative,16,26
12118:15,12118:15:0,NULL,RESTAURANT#GENERAL,negative,0,0
12118:17,12118:17:0,девочки,SERVICE#GENERAL,positive,20,27
12118:18,12118:18:0,NULL,RESTAURANT#GENERAL,neutral,0,0
12131:0,12131:0:0,Даче,RESTAURANT#GENERAL,positive,7,11
12131:1,12131:1:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
12131:1,12131:1:1,цветовое решение,AMBIENCE#GENERAL,positive,48,64
12131:1,12131:1:2,Дача,AMBIENCE#GENERAL,positive,163,167
12131:2,12131:2:0,пирожными,FOOD#QUALITY,positive,53,62
12131:2,12131:2:1,обстановки,AMBIENCE#GENERAL,positive,164,174
12131:3,12131:3:0,сервису,SERVICE#GENERAL,neutral,3,10
12131:4,12131:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
12131:5,12131:5:0,приборы,FOOD#STYLE_OPTIONS,positive,33,40
12131:5,12131:5:1,посуда,FOOD#STYLE_OPTIONS,positive,43,49
12131:5,12131:5:2,столы,AMBIENCE#GENERAL,positive,60,65
12131:5,12131:5:3,подоконники,AMBIENCE#GENERAL,positive,74,85
12131:6,12131:6:0,Кухня,FOOD#QUALITY,positive,0,5
12131:6,12131:6:1,порции,FOOD#STYLE_OPTIONS,positive,52,58
12131:6,12131:6:2,десертам,FOOD#QUALITY,positive,104,112
12131:7,12131:7:0,гардероб,RESTAURANT#MISCELLANEOUS,positive,41,49
12131:7,12131:7:1,зонирование,AMBIENCE#GENERAL,positive,59,70
12131:7,12131:7:2,шиншилки,RESTAURANT#MISCELLANEOUS,positive,92,100
12203:1,12203:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
12203:1,12203:1:1,администратор,SERVICE#GENERAL,positive,114,127
12203:2,12203:2:0,девушка,SERVICE#GENERAL,positive,43,50
12203:3,12203:3:0,диванчиком,AMBIENCE#GENERAL,positive,28,38
12203:4,12203:4:0,NULL,SERVICE#GENERAL,positive,0,0
12203:5,12203:5:0,Еда,FOOD#QUALITY,positive,0,3
12203:5,12203:5:1,сервировку блюд,FOOD#STYLE_OPTIONS,positive,48,63
12203:6,12203:6:0,официант,SERVICE#GENERAL,positive,16,24
12203:6,12203:6:1,десерт,FOOD#QUALITY,positive,48,54
12203:7,12203:7:0,NULL,FOOD#QUALITY,positive,0,0
12203:7,12203:7:1,заведении,RESTAURANT#GENERAL,positive,17,26
12203:7,12203:7:2,обтановка,AMBIENCE#GENERAL,positive,96,105
12203:9,12203:9:0,заведение,RESTAURANT#GENERAL,positive,69,78
12270:0,12270:0:0,заведение,RESTAURANT#GENERAL,positive,17,26
12270:2,12270:2:0,местечко,RESTAURANT#GENERAL,positive,41,49
12270:3,12270:3:0,NULL,SERVICE#GENERAL,negative,0,0
12270:3,12270:3:1,гардероб,RESTAURANT#MISCELLANEOUS,positive,35,43
12270:4,12270:4:0,девушка,SERVICE#GENERAL,positive,21,28
12270:7,12270:7:0,музыка,AMBIENCE#GENERAL,positive,25,31
12270:7,12270:7:1,диванчики,AMBIENCE#GENERAL,positive,99,108
12270:7,12270:7:2,сервировка стола,FOOD#STYLE_OPTIONS,positive,111,127
12270:8,12270:8:0,NULL,AMBIENCE#GENERAL,negative,0,0
12270:10,12270:10:0,NULL,AMBIENCE#GENERAL,positive,0,0
12270:13,12270:13:0,на углях с картошечкой,FOOD#QUALITY,positive,9,31
12270:13,12270:13:1,вино,DRINKS#QUALITY,positive,73,77
12270:13,12270:13:2,девушка,SERVICE#GENERAL,negative,98,105
12270:13,12270:13:3,белое полусладкое,DRINKS#QUALITY,positive,185,202
12270:14,12270:14:0,шашлык,FOOD#PRICES,positive,32,38
12270:14,12270:14:1,вино,DRINKS#PRICES,positive,45,49
12341:1,12341:1:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
12341:2,12341:2:0,кафе,AMBIENCE#GENERAL,negative,10,14
12341:3,12341:3:0,пиццу,FOOD#QUALITY,neutral,20,25
12341:3,12341:3:1,допинга,FOOD#STYLE_OPTIONS,negative,69,76
12341:4,12341:4:0,фруктов,FOOD#STYLE_OPTIONS,negative,32,39
12341:5,12341:5:0,чай,DRINKS#QUALITY,negative,9,12
12341:6,12341:6:0,Официант,SERVICE#GENERAL,negative,0,8
12341:7,12341:7:0,NULL,AMBIENCE#GENERAL,negative,0,0
12341:8,12341:8:0,заведения,RESTAURANT#GENERAL,negative,35,44
12366:1,12366:1:0,NULL,SERVICE#GENERAL,positive,0,0
12366:1,12366:1:1,суп,FOOD#QUALITY,positive,37,40
12366:1,12366:1:2,кухню,FOOD#QUALITY,positive,73,78
12366:1,12366:1:3,спагетти,FOOD#STYLE_OPTIONS,positive,162,170
12366:2,12366:2:0,интерьер,AMBIENCE#GENERAL,positive,30,38
12366:3,12366:3:0,ресторан,LOCATION#GENERAL,negative,23,31
12467:3,12467:3:0,НАМ ОЧЕНЬ ПОНРАВИЛОСЬ!!,RESTAURANT#GENERAL,positive,0,23
12467:4,12467:4:0,Официантки,SERVICE#GENERAL,positive,0,10
12467:6,12467:6:0,NULL,SERVICE#GENERAL,positive,0,0
12467:7,12467:7:0,скорости обслуживания,SERVICE#GENERAL,positive,31,52
12467:8,12467:8:0,Салаты,FOOD#QUALITY,positive,0,6
12467:9,12467:9:0,копченым угрем,FOOD#QUALITY,positive,10,24
12467:10,12467:10:0,Порции,FOOD#STYLE_OPTIONS,positive,0,6
12467:11,12467:11:0,рулетики,FOOD#STYLE_OPTIONS,positive,47,55
12467:11,12467:11:1,салата,FOOD#STYLE_OPTIONS,positive,64,70
12467:12,12467:12:0,сорбет,FOOD#QUALITY,positive,13,19
12467:14,12467:14:0,Мясо,FOOD#QUALITY,positive,0,4
12467:17,12467:17:0,ресторан,RESTAURANT#GENERAL,positive,52,60
12467:18,12467:18:0,обстановка,AMBIENCE#GENERAL,positive,16,26
12467:18,12467:18:1,сервис,SERVICE#GENERAL,positive,28,34
12467:18,12467:18:2,кухня,FOOD#QUALITY,positive,37,42
12467:19,12467:19:0,ресторан,RESTAURANT#GENERAL,positive,16,24
12467:21,12467:21:0,зоны для некурящих,AMBIENCE#GENERAL,negative,4,22
12467:22,12467:22:0,NULL,AMBIENCE#GENERAL,positive,0,0
12591:5,12591:5:0,"кафе ""White-Rabbit""",RESTAURANT#GENERAL,positive,69,88
12591:6,12591:6:0,атмосфера,AMBIENCE#GENERAL,positive,38,47
12591:6,12591:6:1,персонал,SERVICE#GENERAL,positive,60,68
12591:6,12591:6:2,интерьер,AMBIENCE#GENERAL,positive,82,90
12591:6,12591:6:3,дизайнеру,AMBIENCE#GENERAL,positive,116,125
12591:7,12591:7:0,американо,DRINKS#QUALITY,positive,18,27
12591:7,12591:7:1,филадельфию,FOOD#QUALITY,positive,56,67
12591:7,12591:7:2,продукты,FOOD#QUALITY,positive,86,94
12591:7,12591:7:3,кофе,DRINKS#QUALITY,positive,102,106
12591:9,12591:9:0,стейки,FOOD#QUALITY,positive,6,12
12591:10,12591:10:0,NULL,RESTAURANT#GENERAL,positive,0,0
12591:11,12591:11:0,обслуживание,SERVICE#GENERAL,positive,7,19
12591:13,12591:13:0,место,RESTAURANT#GENERAL,positive,26,31
12678:0,12678:0:0,заведение,RESTAURANT#GENERAL,positive,14,23
12678:1,12678:1:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
12678:1,12678:1:1,кухня,FOOD#QUALITY,positive,19,24
12678:1,12678:1:2,порции,FOOD#STYLE_OPTIONS,negative,40,46
12678:1,12678:1:3,карпачо,FOOD#QUALITY,positive,162,169
12678:1,12678:1:4,"десерт ""три шоколада""",FOOD#QUALITY,positive,175,196
12678:2,12678:2:0,обслуживании,SERVICE#GENERAL,positive,40,52
12678:2,12678:2:1,официанту,SERVICE#GENERAL,positive,72,81
12678:3,12678:3:0,Атмосфера,AMBIENCE#GENERAL,positive,0,9
12678:3,12678:3:1,Итальянская музыка,AMBIENCE#GENERAL,positive,53,71
12678:3,12678:3:2,ресторану,RESTAURANT#GENERAL,positive,95,104
12814:1,12814:1:0,Кухня,FOOD#QUALITY,positive,0,5
12814:3,12814:3:0,официантка,SERVICE#GENERAL,negative,107,117
12814:4,12814:4:0,блюде,FOOD#STYLE_OPTIONS,negative,120,125
12814:5,12814:5:0,NULL,SERVICE#GENERAL,negative,0,0
12863:0,12863:0:0,NULL,SERVICE#GENERAL,positive,0,0
12863:0,12863:0:1,NULL,AMBIENCE#GENERAL,positive,0,0
12863:1,12863:1:0,официантка,SERVICE#GENERAL,positive,15,25
12863:1,12863:1:1,интерьер,AMBIENCE#GENERAL,positive,27,35
12863:1,12863:1:2,заведение,RESTAURANT#GENERAL,positive,58,67
12863:2,12863:2:0,NULL,SERVICE#GENERAL,positive,0,0
12863:2,12863:2:1,роллы,FOOD#QUALITY,positive,31,36
12863:2,12863:2:2,суши,FOOD#QUALITY,positive,39,43
12863:3,12863:3:0,NULL,RESTAURANT#PRICES,positive,0,0
12863:4,12863:4:0,роллов,FOOD#QUALITY,negative,41,47
12863:5,12863:5:0,заведений японской кухни,RESTAURANT#GENERAL,positive,8,32
12863:6,12863:6:0,Туалет,RESTAURANT#MISCELLANEOUS,positive,0,6
12880:4,12880:4:0,интерьере,AMBIENCE#GENERAL,positive,20,29
12880:4,12880:4:1,кухня,FOOD#QUALITY,positive,116,121
12880:4,12880:4:2,хачапури,FOOD#QUALITY,positive,143,151
12880:4,12880:4:3,хинкали,FOOD#STYLE_OPTIONS,positive,162,169
12880:4,12880:4:4,мясо,FOOD#QUALITY,negative,181,185
12880:4,12880:4:5,баклажаны,FOOD#QUALITY,positive,205,214
12880:4,12880:4:6,люля,FOOD#QUALITY,neutral,236,240
12880:4,12880:4:7,соуса,FOOD#QUALITY,negative,263,268
12880:4,12880:4:8,официант,SERVICE#GENERAL,negative,272,280
12880:5,12880:5:0,сервис,SERVICE#GENERAL,negative,41,47
12880:5,12880:5:1,ресторане,RESTAURANT#GENERAL,negative,288,297
12880:6,12880:6:0,персонал,SERVICE#GENERAL,negative,38,46
12880:6,12880:6:1,заведения,RESTAURANT#GENERAL,negative,53,62
1289:1,1289:1:0,ресторана,RESTAURANT#GENERAL,positive,89,98
1289:2,1289:2:0,ресторан,RESTAURANT#GENERAL,positive,42,50
1289:2,1289:2:1,администратором,SERVICE#GENERAL,positive,63,78
1289:3,1289:3:0,обслуживающий персонал,SERVICE#GENERAL,positive,19,41
1289:4,1289:4:0,NULL,FOOD#PRICES,positive,0,0
1289:4,1289:4:1,меню,FOOD#STYLE_OPTIONS,positive,32,36
1289:4,1289:4:2,закусок горячих и холодных,FOOD#STYLE_OPTIONS,positive,95,121
1289:4,1289:4:3,горячего,FOOD#STYLE_OPTIONS,positive,123,131
1289:4,1289:4:4,напитки,DRINKS#STYLE_OPTIONS,positive,133,140
1289:5,1289:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
1289:6,1289:6:0,Кухня,FOOD#QUALITY,positive,0,5
1289:6,1289:6:1,атмосфера,AMBIENCE#GENERAL,positive,13,22
1289:6,1289:6:2,интерьер,AMBIENCE#GENERAL,positive,39,47
1289:6,1289:6:3,вид из ресторана,LOCATION#GENERAL,positive,69,85
1289:8,1289:8:0,администрации,SERVICE#GENERAL,positive,8,21
12943:1,12943:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
12943:2,12943:2:0,официантка,SERVICE#GENERAL,positive,33,43
12943:2,12943:2:1,интерьер,AMBIENCE#GENERAL,positive,80,88
12943:2,12943:2:2,живая музыка,AMBIENCE#GENERAL,positive,99,111
12943:3,12943:3:0,Обслуживание,SERVICE#GENERAL,positive,0,12
12943:3,12943:3:1,пиво,DRINKS#QUALITY,positive,69,73
12943:4,12943:4:0,NULL,LOCATION#GENERAL,positive,0,0
12943:4,12943:4:1,обстановка,AMBIENCE#GENERAL,positive,0,10
12943:4,12943:4:2,заведение,RESTAURANT#GENERAL,positive,76,85
1308:2,1308:2:0,NULL,SERVICE#GENERAL,positive,0,0
1308:3,1308:3:0,закуски,FOOD#QUALITY,positive,26,33
1308:4,1308:4:0,подача,SERVICE#GENERAL,positive,30,36
1308:5,1308:5:0,земляника,FOOD#QUALITY,positive,33,42
1308:5,1308:5:1,манго,FOOD#QUALITY,positive,45,50
1308:6,1308:6:0,NULL,RESTAURANT#GENERAL,positive,0,0
1308:7,1308:7:0,интерьер,AMBIENCE#GENERAL,positive,21,29
1308:7,1308:7:1,атмосфера,AMBIENCE#GENERAL,positive,40,49
1308:7,1308:7:2,обслуживание,SERVICE#GENERAL,positive,81,93
1308:7,1308:7:3,еда,FOOD#QUALITY,positive,104,107
1308:8,1308:8:0,NULL,RESTAURANT#GENERAL,positive,0,0
13100:2,13100:2:0,девушка хостесс,SERVICE#GENERAL,positive,20,35
13100:5,13100:5:0,сациви,FOOD#QUALITY,positive,8,14
13100:5,13100:5:1,хачапури по-мегрельски,FOOD#QUALITY,positive,72,94
13100:6,13100:6:0,Наполеон,FOOD#QUALITY,positive,34,42
13100:7,13100:7:0,NULL,FOOD#QUALITY,negative,0,0
13100:8,13100:8:0,повара,FOOD#QUALITY,positive,20,26
13100:9,13100:9:0,Официант,SERVICE#GENERAL,neutral,0,8
13100:10,13100:10:0,кухню,FOOD#QUALITY,positive,28,33
13100:10,13100:10:1,обслуживание,SERVICE#GENERAL,neutral,53,65
13100:11,13100:11:0,Интерьер,AMBIENCE#GENERAL,positive,0,8
13100:11,13100:11:1,туалет,RESTAURANT#MISCELLANEOUS,positive,33,39
13100:12,13100:12:0,еды,FOOD#QUALITY,positive,32,35
13100:13,13100:13:0,NULL,RESTAURANT#GENERAL,positive,0,0
13186:1,13186:1:0,девушка,SERVICE#GENERAL,positive,25,32
13186:2,13186:2:0,официанты,SERVICE#GENERAL,negative,109,118
13186:4,13186:4:0,NULL,SERVICE#GENERAL,negative,0,0
13186:4,13186:4:1,салат,FOOD#QUALITY,neutral,138,143
13186:5,13186:5:0,атмосфера,AMBIENCE#GENERAL,neutral,9,18
13225:0,13225:0:0,паб,RESTAURANT#GENERAL,positive,9,12
13225:1,13225:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
13225:2,13225:2:0,интерьер,AMBIENCE#GENERAL,positive,9,17
13225:3,13225:3:0,пиво,DRINKS#QUALITY,positive,14,18
13225:3,13225:3:1,пиво,DRINKS#STYLE_OPTIONS,positive,14,18
13225:3,13225:3:2,кухня,FOOD#QUALITY,positive,40,45
13225:3,13225:3:3,блюда,FOOD#QUALITY,positive,76,81
13225:3,13225:3:4,живая музыка,AMBIENCE#GENERAL,positive,170,182
13225:3,13225:3:5,концертик,AMBIENCE#GENERAL,positive,231,240
13225:4,13225:4:0,атмосфера,AMBIENCE#GENERAL,positive,9,18
10778:0,10778:0:0,ресторан,RESTAURANT#GENERAL,positive,47,55
10778:1,10778:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
10778:2,10778:2:0,кухня,FOOD#QUALITY,positive,57,62
10778:3,10778:3:0,NULL,RESTAURANT#PRICES,positive,0,0
10778:3,10778:3:1,персонал,SERVICE#GENERAL,positive,19,27
10778:3,10778:3:2,интерьер,AMBIENCE#GENERAL,positive,62,70
10778:4,10778:4:0,ресторан,LOCATION#GENERAL,positive,35,43
10778:5,10778:5:0,Публика,AMBIENCE#GENERAL,positive,0,7
10778:6,10778:6:0,ресторане,RESTAURANT#GENERAL,positive,26,35
10778:6,10778:6:1,люди,SERVICE#GENERAL,positive,84,88
10778:7,10778:7:0,ресторан,RESTAURANT#GENERAL,positive,44,52
10778:8,10778:8:0,зале,AMBIENCE#GENERAL,positive,59,63
10778:9,10778:9:0,атмосфера,AMBIENCE#GENERAL,positive,24,33
10778:10,10778:10:0,мест,RESTAURANT#GENERAL,positive,23,27
10778:10,10778:10:1,мест,AMBIENCE#GENERAL,positive,23,27
10778:11,10778:11:0,ресторан,RESTAURANT#GENERAL,positive,40,48
10778:12,10778:12:0,"ресторану ""Рубинштайн""",RESTAURANT#GENERAL,positive,8,30
11116:1,11116:1:0,NULL,RESTAURANT#GENERAL,neutral,0,0
11116:2,11116:2:0,пиццы,FOOD#STYLE_OPTIONS,negative,36,41
11116:3,11116:3:0,пицца,FOOD#QUALITY,negative,14,19
11116:4,11116:4:0,NULL,FOOD#QUALITY,negative,0,0
11116:5,11116:5:0,суши,FOOD#QUALITY,positive,29,33
11116:6,11116:6:0,РЕСТОРАН,RESTAURANT#PRICES,neutral,53,61
11116:7,11116:7:0,Персоналу,SERVICE#GENERAL,neutral,0,9
11116:8,11116:8:0,Девушки,SERVICE#GENERAL,negative,0,7
11116:9,11116:9:0,официанток,SERVICE#GENERAL,negative,18,28
11116:9,11116:9:1,администраторами,SERVICE#GENERAL,negative,41,57
11116:10,11116:10:0,администраторы,SERVICE#GENERAL,negative,8,22
11116:10,11116:10:1,младшего персонала,SERVICE#GENERAL,negative,91,109
11116:11,11116:11:0,молодой человек,SERVICE#GENERAL,positive,17,32
11116:12,11116:12:0,NULL,SERVICE#GENERAL,negative,0,0
11116:13,11116:13:0,NULL,SERVICE#GENERAL,negative,0,0
11116:14,11116:14:0,Розарио,RESTAURANT#GENERAL,neutral,102,109
11116:15,11116:15:0,пиццы,FOOD#QUALITY,negative,42,47
1200:0,1200:0:0,место,RESTAURANT#PRICES,positive,57,62
1200:0,1200:0:1,место,RESTAURANT#GENERAL,positive,57,62
1200:0,1200:0:2,интерьер,AMBIENCE#GENERAL,positive,97,105
1200:0,1200:0:3,первый зал,AMBIENCE#GENERAL,positive,107,117
1200:0,1200:0:4,еду,FOOD#QUALITY,positive,128,131
1200:0,1200:0:5,персонал,SERVICE#GENERAL,positive,141,149
1200:1,1200:1:0,Ресторан,RESTAURANT#MISCELLANEOUS,neutral,0,8
1200:1,1200:1:1,официант,SERVICE#GENERAL,positive,62,70
1200:2,1200:2:0,Вино,DRINKS#QUALITY,positive,0,4
1200:2,1200:2:1,Вино,DRINKS#STYLE_OPTIONS,negative,0,4
1200:3,1200:3:0,NULL,RESTAURANT#PRICES,positive,0,0
1200:5,1200:5:0,официантке,SERVICE#GENERAL,negative,54,64
1200:6,1200:6:0,NULL,SERVICE#GENERAL,negative,0,0
1269:2,1269:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
1269:4,1269:4:0,интерьер,AMBIENCE#GENERAL,positive,16,24
1269:4,1269:4:1,сервировка столов,FOOD#STYLE_OPTIONS,positive,37,54
1269:4,1269:4:2,кухня,FOOD#QUALITY,positive,71,76
1269:4,1269:4:3,оформлением,AMBIENCE#GENERAL,positive,98,109
1269:5,1269:5:0,люди,SERVICE#GENERAL,positive,22,26
1269:6,1269:6:0,администратор,SERVICE#GENERAL,positive,23,36
1269:7,1269:7:0,NULL,SERVICE#GENERAL,positive,0,0
1269:8,1269:8:0,NULL,SERVICE#GENERAL,positive,0,0
1269:9,1269:9:0,девочку-официанта,SERVICE#GENERAL,positive,21,38
1269:9,1269:9:1,обслуживанию,SERVICE#GENERAL,positive,60,72
1269:11,1269:11:0,NULL,SERVICE#GENERAL,positive,0,0
1269:12,1269:12:0,NULL,SERVICE#GENERAL,positive,0,0
1269:13,1269:13:0,отношение,SERVICE#GENERAL,positive,51,60
1269:14,1269:14:0,NULL,RESTAURANT#GENERAL,positive,0,0
1269:15,1269:15:0,NULL,RESTAURANT#GENERAL,positive,0,0
1269:16,1269:16:0,NULL,RESTAURANT#GENERAL,positive,0,0
13252:1,13252:1:0,скидка на все блюда,FOOD#PRICES,positive,46,65
13252:2,13252:2:0,Гардероб,RESTAURANT#MISCELLANEOUS,neutral,0,8
13252:3,13252:3:0,второй зал,AMBIENCE#GENERAL,positive,16,26
13252:4,13252:4:0,Интерьер,AMBIENCE#GENERAL,neutral,0,8
13252:4,13252:4:1,освещение,AMBIENCE#GENERAL,neutral,41,50
13252:4,13252:4:2,музыка,AMBIENCE#GENERAL,neutral,70,76
13252:5,13252:5:0,блюдах,FOOD#QUALITY,positive,23,29
13252:5,13252:5:1,ассортимент,FOOD#STYLE_OPTIONS,positive,33,44
13252:7,13252:7:0,шашлыки,FOOD#QUALITY,positive,4,11
13252:7,13252:7:1,телятины,FOOD#QUALITY,positive,37,45
13252:7,13252:7:2,говядины,FOOD#QUALITY,positive,51,59
13252:7,13252:7:3,свинины,FOOD#QUALITY,positive,65,72
13252:8,13252:8:0,блюдо садж,FOOD#STYLE_OPTIONS,positive,15,25
